A Array Name	A UniGene Cluster	A Probe Set Name	B Array Name	B UniGene Cluster	B Probe Set Name	Percent Identity	Match	MinLen(Rep(A),Rep(B))	A Matches B Probe Selection Region	A Total Probes in Probe Set	B Matches A Probe Selection Region	B Total Probes in Probe Set	A Matches B Representative	B Matches A Representative	SIF Percent Identity	SIF Match	MinLen(SIF(A),SIF(B))	Good Match	Best Match
HG-U95B	Hs.26057	51110_at	HG-U133B	Hs.173933	224970_at	99	1306	1465	10	16	6	11	16	9	100	281	509	Y	Y
HG-U95B	Hs.26058	51112_at	HG-U133A	Hs.26058	218632_at	99	810	908	16	16	10	11	16	10	99	414	459	Y	Y
HG-U95C	Hs.237124	51113_at	HG-U133A	Hs.80120	201724_s_at	99	348	538	4	16	5	11	11	5	100	32	186	Y	Y
HG-U95B	Hs.26067	51114_at	HG-U133B	Hs.7753	227420_at	99	774	896	15	16	7	11	15	7	100	376	503	Y	Y
HG-U95B	Hs.26110	51115_at	HG-U133A		221708_s_at	99	901	1005	16	16	8	11	16	8	100	496	517	Y	Y
HG-U95C	Hs.237124	51116_g_at	HG-U133A	Hs.80120	201724_s_at	99	348	538	14	16	5	11	14	5	98	191	254	Y	Y
HG-U95C	Hs.237198	51117_at	HG-U133B	Hs.237198	240093_x_at	100	305	360	6	16	8	11	6	8	100	251	251	Y	Y
HG-U95B	Hs.26216	51118_at	HG-U133B	Hs.26216	227190_at	97	526	802	16	16	6	11	16	6	100	269	372	Y	Y
HG-U95B	Hs.26229	51119_at	HG-U133B	Hs.26229	226288_s_at	100	454	808	16	16	6	11	16	6	100	197	347	Y	Y
HG-U95C	Hs.237244	51120_at	HG-U133B	Hs.76917	223240_at	99	548	641	16	16	8	11	16	8	100	206	206	Y	Y
HG-U95B	Hs.26244	51122_at	HG-U133A	Hs.26244	219389_at	100	962	1225	8	16	8	11	8	10	100	347	479	Y	Y
HG-U95B	Hs.26418	51123_at	HG-U133B	Hs.26418	225725_at	98	1473	1578	16	16	10	11	16	10	100	408	408	Y	Y
HG-U95B	Hs.26427	51124_at	HG-U133B	Hs.121025	227734_s_at	100	622	717	16	16	8	11	16	8	100	371	386	Y	Y
HG-U95B	Hs.26501	51126_at	HG-U133A	Hs.284256	219319_at	99	477	543	13	16	10	11	16	10	100	195	271	Y	Y
HG-U95C	Hs.237273	51127_at	HG-U133B	Hs.313541	238652_at	100	290	595	16	16	6	11	16	6	100	256	287	Y	Y
HG-U95B	Hs.26505	51128_at	HG-U133A	Hs.279836	218072_at	98	650	947	16	16	5	11	16	5	99	312	356	Y	Y
HG-U95C	Hs.237278	51129_s_at	HG-U133B	Hs.166068	228912_at	100	432	530	16	16	6	11	16	6	100	288	397	Y	Y
HG-U95B	Hs.26516	51130_at	HG-U133A	Hs.26516	218115_at	99	730	895	13	16	5	11	13	5	99	458	532	Y	Y
HG-U95B	Hs.26593	51132_at	HG-U133B	Hs.26593	226672_s_at	97	486	631	15	16	5	11	16	5	98	337	386	Y	Y
HG-U95B	Hs.26683	51134_at	HG-U133B	Hs.26683	225480_at	97	549	752	16	16	5	11	16	5	99	306	409	Y	Y
HG-U95C	Hs.237379	51136_at	HG-U133A	Hs.173880	210233_at	97	427	441	14	16	5	11	16	5	96	326	376	Y	Y
HG-U95B	Hs.26685	51137_at	HG-U133B	Hs.26685	226424_at	99	631	855	13	16	11	11	16	11	100	281	307	Y	Y
HG-U95C	Hs.237472	51138_at	HG-U133B	Hs.26346	229557_at	96	381	581	13	16	4	11	15	4	99	218	456	Y	Y
HG-U95B	Hs.26700	51139_at	HG-U133B	Hs.326422	225156_at	99	473	605	15	16	8	11	15	8	99	379	402	Y	Y
HG-U95B	Hs.26761	51140_at	HG-U133A	Hs.321105	221970_s_at	99	957	1118	14	16	8	11	14	9	100	373	439	Y	Y
HG-U95B	Hs.26802	51141_at	HG-U133A	Hs.26802	218145_at	97	493	620	15	16	7	11	16	7	98	435	546	Y	Y
HG-U95B	Hs.26838	51142_at	HG-U133B	Hs.43627	226301_at	98	1098	1273	16	16	7	11	16	7	100	190	190	Y	Y
HG-U95B	Hs.26890	51143_at	HG-U133A	Hs.26890	218592_s_at	98	717	755	16	16	9	11	16	9	100	401	435	Y	Y
HG-U95B	Hs.26898	51144_at	HG-U133B	Hs.26898	223375_at	99	536	729	15	16	8	11	15	8	99	369	414	Y	Y
HG-U95B	Hs.26930	51145_at	HG-U133B	Hs.26930	226286_at	99	492	581	15	16	7	11	16	7	99	378	491	Y	Y
HG-U95B	Hs.26994	51146_at	HG-U133A	Hs.26994	219238_at	98	966	1277	15	16	5	11	15	7	98	310	488	Y	Y
HG-U95B	Hs.27048	51147_at	HG-U133B	Hs.27048	226049_at	100	582	677	16	16	9	11	16	9	100	382	382	Y	Y
HG-U95B	Hs.27135	51148_at	HG-U133B	Hs.27135	225677_at	99	942	1146	16	16	9	11	16	9	100	438	519	Y	Y
HG-U95B	Hs.27160	51149_at	HG-U133B	Hs.27160	225404_at	100	937	1057	16	16	10	11	16	10	100	446	540	Y	Y
HG-U95B	Hs.27192	51150_at	HG-U133B	Hs.27192	225024_at	99	1298	1390	16	16	11	11	16	11	100	502	506	Y	Y
HG-U95C	Hs.237540	51151_i_at	HG-U133B	Hs.218329	226740_x_at	99	345	471	13	13	5	11	13	5	100	47	47	Y	Y
HG-U95C	Hs.237540	51152_f_at	HG-U133B	Hs.218329	226740_x_at	99	345	471	12	12	5	11	12	5	99	281	338	Y	Y
HG-U95B	Hs.27238	51153_at	HG-U133B	Hs.192619	226155_at	99	1047	1298	16	16	7	11	16	7	99	393	527	Y	Y
HG-U95B	Hs.27268	51155_at	HG-U133B	Hs.27268	225564_at	100	844	894	16	16	10	11	16	10	100	394	413	Y	Y
HG-U95C	Hs.237645	51157_at	HG-U133B	Hs.9195	225738_at	99	473	599	14	16	6	11	14	6	98	243	264	Y	Y
HG-U95B	Hs.27373	51158_at	HG-U133A	Hs.27373	221880_s_at	99	518	664	15	16	7	11	16	7	99	336	457	Y	Y
HG-U95C	Hs.237648	51159_f_at	HG-U133A	Hs.69554	215031_x_at	97	395	421	10	16	6	11	10	6	96	205	223	Y	Y
HG-U95B	Hs.27437	51160_at	HG-U133A	Hs.279766	218355_at	98	1473	1708	16	16	11	11	16	11	100	351	355	Y	Y
HG-U95B	Hs.27486	51161_at	HG-U133B	Hs.77273	226551_at	100	248	569	16	16	2	11	16	2	100	163	195	Y	Y
HG-U95B	Hs.27495	51162_at	HG-U133B	Hs.27495	226167_at	100	638	800	13	16	6	11	16	6	99	314	444	Y	Y
HG-U95B	Hs.27556	51163_at	HG-U133A	Hs.27556	222143_s_at	98	713	813	14	16	9	11	14	9	97	425	520	Y	Y
HG-U95B	Hs.276	51164_at	HG-U133B	Hs.276	225851_at	100	456	647	16	16	7	11	16	7	100	402	468	Y	Y
HG-U95B	Hs.27628	51165_at	HG-U133A	Hs.266933	217902_s_at	99	1665	1797	16	16	11	11	16	11	100	426	426	Y	Y
HG-U95C	Hs.237653	51166_f_at	HG-U133A	Hs.124942	219264_s_at	95	343	422	10	16	2	11	10	2	94	297	330	Y	Y
HG-U95B	Hs.27669	51167_at	HG-U133B	Hs.27669	226291_at	100	1315	1614	16	16	8	11	16	8	100	333	364	Y	Y
HG-U95B	Hs.27693	51169_at	HG-U133B	Hs.27693	222500_at	98	642	728	15	16	8	11	16	8	100	375	416	Y	Y
HG-U95B	Hs.27728	51171_at	HG-U133B	Hs.311100	223277_at	100	540	608	16	16	8	11	16	8	100	412	472	Y	Y
HG-U95B	Hs.28029	51173_at	HG-U133A	Hs.28029	218358_at	98	558	685	14	16	8	11	14	8	100	381	473	Y	Y
HG-U95B	Hs.28099	51174_at	HG-U133A	Hs.108447	204516_at	95	1846	2085	9	16	5	11	12	9	100	102	396	Y	Y
HG-U95B	Hs.28166	51176_at	HG-U133A	Hs.28166	221598_s_at	98	1091	1304	16	16	7	11	16	7	100	235	252	Y	Y
HG-U95B	Hs.28248	51177_at	HG-U133B	Hs.28248	226922_at	99	1019	1104	16	16	8	11	16	8	100	442	494	Y	Y
HG-U95B	Hs.28332	51178_at	HG-U133B	Hs.28332	225729_at	96	664	780	16	16	9	11	16	9	99	373	392	Y	Y
HG-U95B	Hs.28506	51179_at	HG-U133A	Hs.118249	218098_at	100	1610	1780	16	16	9	11	16	9	100	420	471	Y	Y
HG-U95B	Hs.28621	51180_at	HG-U133B	Hs.28621	228533_at	98	571	594	13	16	8	11	13	8	98	390	408	Y	Y
HG-U95B	Hs.28731	51183_at	HG-U133A	Hs.26837	212436_at	99	1325	1501	16	16	6	11	16	10	100	147	292	Y	Y
HG-U95B	Hs.28877	51185_at	HG-U133A	Hs.288880	222203_s_at	100	894	1108	15	16	8	11	16	8	100	447	500	Y	Y
HG-U95B	Hs.28893	51186_at	HG-U133B	Hs.28893	226842_at	99	1267	1551	16	16	5	11	16	6	98	333	471	Y	Y
HG-U95B	Hs.29032	51188_at	HG-U133B	Hs.29032	226867_at	97	1225	1500	15	16	9	11	16	10	100	368	481	Y	Y
HG-U95B	Hs.29076	51190_at	HG-U133A	Hs.29076	218678_at	98	690	736	16	16	9	11	16	9	99	439	460	Y	Y
HG-U95B	Hs.29173	51192_at	HG-U133A	Hs.29173	219241_x_at	100	695	778	16	16	9	11	16	9	100	408	423	Y	Y
HG-U95B	Hs.29467	51195_at	HG-U133A	Hs.155489	217833_at	99	1293	1421	16	16	10	11	16	10	100	376	456	Y	Y
HG-U95B	Hs.29826	51197_at	HG-U133A	Hs.74861	221727_at	99	1211	1377	16	16	8	11	16	8	100	318	339	Y	Y
HG-U95B	Hs.30216	51198_at	HG-U133B	Hs.164478	228283_at	100	404	555	14	16	8	11	14	8	100	304	405	Y	Y
HG-U95B	Hs.30446	51199_at	HG-U133B	Hs.296317	226344_at	100	2054	2156	16	16	9	11	16	9	100	432	472	Y	Y
HG-U95Av2		511_s_at	HG-U133A	Hs.89426	207178_s_at	99	2782	2810	15	16	11	11	16	11	100	388	446	Y	Y
HG-U95B	Hs.30783	51200_at	HG-U133A	Hs.30783	218958_at	98	643	785	15	16	9	11	15	9	100	388	392	Y	Y
HG-U95B	Hs.30824	51201_at	HG-U133B	Hs.30824	222632_s_at	99	723	1075	16	16	6	11	16	6	100	245	276	Y	Y
HG-U95B	Hs.31137	51203_at	HG-U133A	Hs.31137	221840_at	100	488	528	13	16	7	11	16	7	100	386	453	Y	Y
HG-U95B	Hs.31408	51204_at	HG-U133B	Hs.31408	227269_s_at	99	875	936	12	16	11	11	16	11	100	162	277	Y	Y
HG-U95C	Hs.139019	51205_r_at	HG-U133B	Hs.181696	222947_at	99	583	1538	15	16	5	11	16	5	100	63	122	Y	Y
HG-U95B	Hs.31704	51206_at	HG-U133B	Hs.31704	226175_at	98	1057	1157	16	16	11	11	16	11	100	312	340	Y	Y
HG-U95B	Hs.31729	51207_at	HG-U133B	Hs.286194	222727_s_at	99	487	555	15	16	8	11	16	8	99	409	496	Y	Y
HG-U95B	Hs.31890	51208_at	HG-U133B	Hs.323867	227150_at	99	1179	1331	12	16	6	11	12	6	99	251	397	Y	Y
HG-U95B	Hs.31895	51210_at	HG-U133B	Hs.31895	229957_at	97	646	1147	8	16	7	11	12	8	100	270	513	Y	Y
HG-U95B	Hs.31931	51212_at	HG-U133B	Hs.31931	227072_at	97	473	615	14	16	2	11	14	2	95	286	421	Y	Y
HG-U95C	Hs.140308	51213_at	HG-U133B		224417_at	100	156	182	16	16	3	11	16	3	100	52	59	Y	Y
HG-U95B	Hs.32426	51214_at	HG-U133A	Hs.292911	221854_at	99	495	809	15	16	8	11	15	8	100	401	491	Y	Y
HG-U95B	Hs.32450	51215_at	HG-U133B	Hs.32450	227401_at	99	763	803	16	16	6	11	16	6	98	416	457	Y	Y
HG-U95B	Hs.32533	51218_at	HG-U133B	Hs.111334	228428_at	100	376	508	4	16	6	11	5	6	98	237	297	Y	Y
HG-U95B	Hs.32567	51220_at	HG-U133B	Hs.32567	223538_at	99	559	684	15	16	7	11	15	8	100	267	299	Y	Y
HG-U95B	Hs.32793	51222_at	HG-U133B	Hs.32793	226444_at	99	923	933	15	16	11	11	16	11	100	394	394	Y	Y
HG-U95B	Hs.3312	51223_at	HG-U133A	Hs.239818	212688_at	100	391	573	12	16	9	11	16	9	100	135	223	Y	Y
HG-U95B	Hs.33184	51225_at	HG-U133B	Hs.33184	226768_at	100	788	836	16	16	9	11	16	9	100	438	506	Y	Y
HG-U95B	Hs.33540	51226_at	HG-U133A	Hs.33540	221929_at	99	425	560	16	16	6	11	16	6	100	322	398	Y	Y
HG-U95B	Hs.3402	51230_at	HG-U133B	Hs.3402	227046_at	99	715	862	16	16	7	11	16	7	98	293	359	Y	Y
HG-U95B	Hs.34045	51232_at	HG-U133A	Hs.34045	218399_s_at	99	1367	1420	13	16	6	11	13	6	99	496	518	Y	Y
HG-U95B	Hs.34068	51234_at	HG-U133B	Hs.34068	235010_at	99	487	803	16	16	6	11	16	6	99	321	402	Y	Y
HG-U95B	Hs.34267	51236_at	HG-U133B	Hs.279780	222512_at	99	502	569	16	16	9	11	16	9	99	381	420	Y	Y
HG-U95B	Hs.34492	51237_at	HG-U133B	Hs.271914	235013_at	98	541	907	15	16	6	11	16	6	97	205	248	Y	Y
HG-U95B	Hs.34516	51239_at	HG-U133A	Hs.34516	218421_at	99	630	951	16	16	4	11	16	5	99	365	369	Y	Y
HG-U95B	Hs.3454	51240_at	HG-U133B	Hs.3454	225739_at	99	687	953	13	16	7	11	13	7	99	379	472	Y	Y
HG-U95B	Hs.34549	51242_at	HG-U133B	Hs.34549	226179_at	100	870	1262	13	16	10	11	16	10	100	504	551	Y	Y
HG-U95B	Hs.34806	51244_at	HG-U133B	Hs.297939	226930_at	99	1108	1423	16	16	6	11	16	6	100	358	520	Y	Y
HG-U95B	Hs.34906	51245_at	HG-U133B	Hs.34906	225049_at	99	744	998	16	16	11	11	16	11	100	480	479	Y	Y
HG-U95B	Hs.34940	51247_at	HG-U133B	Hs.294110	226352_at	99	823	882	16	16	8	11	16	8	100	439	479	Y	Y
HG-U95B	Hs.34956	51249_at	HG-U133A	Hs.34956	218683_at	99	1318	1665	11	16	6	11	11	8	100	266	512	Y	Y
HG-U95B	Hs.3496	51251_at	HG-U133B	Hs.3496	225593_at	97	988	1111	16	16	9	11	16	9	100	464	521	Y	Y
HG-U95B	Hs.35096	51253_at	HG-U133B	Hs.35096	225629_s_at	100	835	917	16	16	9	11	16	9	100	352	368	Y	Y
HG-U95B	Hs.35304	51254_at	HG-U133B	Hs.35304	225278_at	99	1446	1677	16	16	4	11	16	4	99	259	393	Y	Y
HG-U95B	Hs.35389	51256_at	HG-U133B	Hs.35389	226854_at	98	531	574	16	16	10	11	16	10	100	282	342	Y	Y
HG-U95B	Hs.35406	51258_at	HG-U133B	Hs.35406	227403_at	100	466	809	13	16	6	11	15	6	100	309	547	Y	Y
HG-U95B	Hs.3593	51261_at	HG-U133B	Hs.3593	226177_at	100	610	805	16	16	10	11	16	10	100	363	400	Y	Y
HG-U95B	Hs.35962	51263_at	HG-U133B	Hs.35962	226936_at	100	472	541	16	16	7	11	16	7	100	280	374	Y	Y
HG-U95B	Hs.36218	51265_at	HG-U133B	Hs.36218	223702_x_at	99	556	786	5	16	7	11	16	7	99	334	481	Y	Y
HG-U95B	Hs.36337	51267_at	HG-U133B	Hs.298490	223306_at	99	701	859	16	16	7	11	16	7	100	323	381	Y	Y
HG-U95B	Hs.36529	51269_at	HG-U133A	Hs.36529	219127_at	98	647	902	14	16	9	11	15	9	100	355	494	Y	Y
HG-U95B	Hs.36723	51270_at	HG-U133B	Hs.36723	227867_at	99	842	950	16	16	10	11	16	10	99	423	445	Y	Y
HG-U95B	Hs.36766	51271_at	HG-U133A	Hs.36766	221612_at	98	386	584	16	16	7	11	16	7	100	158	158	Y	Y
HG-U95B	Hs.36828	51274_at	HG-U133B	Hs.36828	226443_at	99	1179	1410	9	16	3	11	16	11	100	120	375	Y	Y
HG-U95B	Hs.3685	51276_at	HG-U133B	Hs.3685	226171_at	100	570	611	16	16	9	11	16	9	100	352	371	Y	Y
HG-U95C	Hs.143268	51279_at	HG-U133B	Hs.143268	243700_x_at	100	349	444	10	16	8	11	10	8	100	310	389	Y	Y
HG-U95C	Hs.143303	51281_at	HG-U133B	Hs.143303	233161_at	99	278	405	14	16	6	11	14	6	99	267	293	Y	Y
HG-U95B	Hs.36942	51283_at	HG-U133A	Hs.306000	218682_s_at	98	695	770	14	16	7	11	14	7	100	300	375	Y	Y
HG-U95B	Hs.37268	51285_at	HG-U133A	Hs.102237	218184_at	100	1186	1314	16	16	9	11	16	9	100	350	379	Y	Y
HG-U95B	Hs.3731	51287_at	HG-U133B	Hs.3731	226974_at	98	532	593	14	16	5	11	16	5	97	368	478	Y	Y
HG-U95B	Hs.37331	51289_at	HG-U133A	Hs.267659	218807_at	100	411	641	9	16	10	11	9	10	100	325	342	Y	Y
HG-U95B	Hs.37331	51291_at	HG-U133A	Hs.267659	218806_s_at	99	992	1019	14	16	9	11	16	9	99	387	496	Y	Y
HG-U95Av2		512_at	HG-U133A	Hs.81336	203920_at	100	1527	1528	14	16	11	11	16	11	100	505	516	Y	Y
HG-U95B	Hs.169897	51300_s_at	HG-U133A	Hs.315478	209997_x_at	98	571	709	16	16	7	11	16	7	100	236	236	Y	Y
HG-U95B	Hs.169897	51305_r_at	HG-U133A	Hs.315478	209997_x_at	98	571	709	16	16	7	11	16	7	99	211	231	Y	Y
HG-U95B	Hs.169929	51308_at	HG-U133B	Hs.169929	242392_at	98	243	320	12	16	3	11	12	3	99	198	201	Y	Y
HG-U95B	Hs.170053	51309_at	HG-U133A	Hs.170053	220313_at	97	437	652	16	16	4	11	16	4	97	270	332	Y	Y
HG-U95B	Hs.172516	51313_at	HG-U133B	Hs.172516	239517_at	99	369	460	16	16	6	11	16	6	100	283	285	Y	Y
HG-U95B	Hs.173772	51318_r_at	HG-U133B	Hs.173772	236002_at	99	334	563	15	16	4	11	16	4	98	244	335	Y	Y
HG-U95B	Hs.174824	51319_at	HG-U133B	Hs.292597	239095_at	98	467	481	16	16	8	11	16	8	97	298	311	Y	Y
HG-U95B	Hs.174911	51322_at	HG-U133B	Hs.271450	243656_at	97	234	521	11	16	5	11	11	5	97	218	466	Y	Y
HG-U95B	Hs.177927	51339_at	HG-U133B	Hs.177927	240912_x_at	99	293	302	16	16	9	11	16	9	99	199	208	Y	Y
HG-U95B	Hs.178072	51341_at	HG-U133B	Hs.178072	233194_at	100	261	649	12	16	5	11	12	5	100	224	418	Y	Y
HG-U95B	Hs.178100	51342_at	HG-U133B	Hs.178100	243772_at	99	490	496	15	16	8	11	16	8	99	288	411	Y	Y
HG-U95B	Hs.178140	51346_at	HG-U133B	Hs.178140	240662_at	99	272	418	13	16	4	11	13	4	100	182	275	Y	Y
HG-U95B	Hs.178533	51352_at	HG-U133B	Hs.178533	233138_at	100	636	653	15	16	11	11	16	11	100	480	503	Y	Y
HG-U95B	Hs.179309	51353_at	HG-U133B	Hs.179309	239888_at	100	390	390	16	16	6	11	16	6	100	269	269	Y	Y
HG-U95B	Hs.180060	51356_at	HG-U133B	Hs.180060	239981_x_at	98	307	343	15	16	8	11	16	8	99	201	207	Y	Y
HG-U95B	Hs.180728	51361_at	HG-U133B	Hs.180728	236059_at	100	526	526	16	16	8	11	16	8	100	326	326	Y	Y
HG-U95B	Hs.184183	51376_at	HG-U133B	Hs.184183	233132_at	99	212	502	16	16	4	11	16	4	100	110	115	Y	Y
HG-U95B	Hs.186541	51379_at	HG-U133B	Hs.186541	241843_at	98	505	528	13	16	10	11	13	10	97	347	358	Y	Y
HG-U95B	Hs.188631	51385_at	HG-U133B	Hs.188631	239864_at	96	367	460	10	16	5	11	10	5	95	247	261	Y	Y
HG-U95B	Hs.188802	51388_at	HG-U133B	Hs.188802	240899_at	100	478	484	13	16	11	11	15	11	100	336	389	Y	Y
HG-U95B	Hs.188898	51396_at	HG-U133B	Hs.188898	240262_at	100	416	432	16	16	11	11	16	11	100	315	336	Y	Y
HG-U95B	Hs.191094	51399_at	HG-U133B	Hs.191094	242496_at	100	308	440	16	16	8	11	16	8	100	231	231	Y	Y
HG-U95Av2		513_at	HG-U133A	Hs.250870	204756_at	100	2083	2083	15	16	11	11	16	11	100	187	252	Y	Y
HG-U95B	Hs.191178	51401_at	HG-U133B	Hs.191178	239561_at	98	311	476	16	16	5	11	16	5	100	111	111	Y	Y
HG-U95B	Hs.191324	51403_at	HG-U133B	Hs.191324	244472_at	98	332	456	13	16	7	11	13	7	97	318	386	Y	Y
HG-U95B	Hs.191381	51406_at	HG-U133A	Hs.191381	219507_at	99	561	730	15	16	7	11	15	7	98	314	420	Y	Y
HG-U95B	Hs.19145	51416_at	HG-U133B	Hs.19145	236959_s_at	99	340	470	8	16	11	11	9	11	99	290	417	Y	Y
HG-U95B	Hs.191524	51420_at	HG-U133B	Hs.191524	239889_at	99	385	475	12	16	10	11	12	10	100	117	118	Y	Y
HG-U95C	Hs.122396	51434_at	HG-U133B	Hs.122396	224174_at	100	518	597	16	16	6	11	16	6	100	470	486	Y	Y
HG-U95B	Hs.192736	51443_at	HG-U133B	Hs.225026	243593_s_at	96	177	447	6	16	3	11	6	3	96	172	241	Y	Y
HG-U95B	Hs.193340	51450_s_at	HG-U133B	Hs.193340	242739_at	100	408	604	16	16	7	11	16	7	100	78	78	Y	Y
HG-U95B	Hs.193340	51463_r_at	HG-U133B	Hs.193340	242739_at	100	408	604	16	16	7	11	16	7	100	297	390	Y	Y
HG-U95B	Hs.193467	51470_s_at	HG-U133A	Hs.101840	210224_at	100	191	444	14	16	5	11	16	5	100	80	104	Y	Y
HG-U95B	Hs.194348	51486_at	HG-U133B	Hs.194348	239773_at	99	690	765	12	16	10	11	12	10	99	364	369	Y	Y
HG-U95C	Hs.123515	51490_at	HG-U133A	Hs.123515	220283_at	100	470	481	16	16	6	11	16	6	100	358	358	Y	Y
HG-U95B	Hs.194587	51494_at	HG-U133B	Hs.282267	244352_at	98	316	692	15	16	4	11	16	4	98	169	226	Y	Y
HG-U95Av2		514_at	HG-U133A	Hs.3144	209682_at	100	3982	3982	14	16	11	11	16	11	100	455	477	Y	Y
HG-U95B	Hs.199624	51502_at	HG-U133B	Hs.293185	243231_at	98	416	493	15	16	5	11	15	5	99	273	363	Y	Y
HG-U95B	Hs.20152	51506_at	HG-U133B	Hs.20152	243325_at	97	375	475	14	16	6	11	14	7	98	216	221	Y	Y
HG-U95B	Hs.203933	51515_at	HG-U133B	Hs.326876	223865_at	99	174	628	2	16	2	11	2	2	100	34	356	Y	Y
HG-U95B	Hs.205015	51518_at	HG-U133B	Hs.205015	244271_at	95	373	577	16	16	3	11	16	3	94	326	412	Y	Y
HG-U95B	Hs.221132	51529_at	HG-U133B	Hs.221132	242343_x_at	98	253	272	13	16	10	11	13	10	98	215	235	Y	Y
HG-U95B	Hs.136201	51533_at	HG-U133B	Hs.136201	228676_at	99	255	422	12	16	8	11	12	8	100	131	131	Y	Y
HG-U95B	Hs.138294	51536_at	HG-U133B	Hs.138294	235939_at	97	328	455	15	16	8	11	16	8	97	284	412	Y	Y
HG-U95B	Hs.139389	51541_at	HG-U133B	Hs.139389	231248_at	100	372	491	14	16	5	11	14	5	100	196	315	Y	Y
HG-U95B	Hs.144652	51543_at	HG-U133B	Hs.32352	222536_s_at	100	483	717	15	16	7	11	15	7	100	292	550	Y	Y
HG-U95B	Hs.14479	51545_at	HG-U133B	Hs.14479	232434_at	99	386	571	16	16	5	11	16	5	99	229	278	Y	Y
HG-U95B	Hs.145998	51546_at	HG-U133B	Hs.145998	228636_at	100	823	854	16	16	9	11	16	9	99	193	227	Y	Y
HG-U95B	Hs.14629	51548_at	HG-U133B	Hs.14629	243466_at	100	398	402	10	16	10	11	10	10	100	309	313	Y	Y
HG-U95B	Hs.14633	51550_at	HG-U133B	Hs.14633	229718_at	99	395	509	11	16	7	11	11	7	99	339	408	Y	Y
HG-U95B	Hs.146372	51551_at	HG-U133A	Hs.146372	220010_at	100	505	731	16	16	4	11	16	4	100	264	498	Y	Y
HG-U95B	Hs.15128	51552_at	HG-U133B	Hs.301920	229328_at	98	791	850	16	16	7	11	16	7	97	525	531	Y	Y
HG-U95B	Hs.15227	51554_at	HG-U133B	Hs.15227	242732_at	98	742	815	12	16	6	11	16	7	96	362	567	Y	Y
HG-U95B	Hs.15326	51555_at	HG-U133B	Hs.15326	229213_at	99	829	883	16	16	7	11	16	7	100	210	311	Y	Y
HG-U95B	Hs.15328	51557_at	HG-U133B	Hs.15328	237588_at	99	330	417	13	16	6	11	14	6	99	195	281	Y	Y
HG-U95B	Hs.153688	51558_at	HG-U133A	Hs.151258	219455_at	99	515	613	16	16	10	11	16	10	99	367	377	Y	Y
HG-U95B	Hs.154088	51559_at	HG-U133A	Hs.154088	220303_at	100	247	600	5	16	5	11	5	5	100	104	344	Y	Y
HG-U95B	Hs.154391	51560_at	HG-U133B	Hs.293354	227963_at	100	859	888	9	16	2	11	15	7	100	43	391	Y	Y
HG-U95B	Hs.154966	51561_at	HG-U133B	Hs.154966	244378_at	100	214	510	16	16	6	11	16	6	100	108	233	Y	Y
HG-U95B	Hs.155309	51562_at	HG-U133B	Hs.295351	240549_at	100	203	396	16	16	5	11	16	5	100	125	125	Y	Y
HG-U95B	Hs.155361	51567_at	HG-U133B	Hs.155361	238582_at	99	725	866	16	16	8	11	16	9	99	503	556	Y	Y
HG-U95B	Hs.15574	51575_at	HG-U133B	Hs.15574	229707_at	99	645	784	12	16	6	11	15	6	100	197	358	Y	Y
HG-U95B	Hs.15670	51578_at	HG-U133B	Hs.15670	231005_at	97	306	474	16	16	6	11	16	6	99	193	195	Y	Y
HG-U95B	Hs.15682	51580_at	HG-U133B	Hs.15682	237409_at	98	735	745	15	16	9	11	16	9	97	485	495	Y	Y
HG-U95B	Hs.15864	51584_at	HG-U133B	Hs.15864	229698_at	100	371	527	16	16	9	11	16	9	100	240	316	Y	Y
HG-U95B	Hs.16228	51586_at	HG-U133B	Hs.16228	235804_at	98	710	720	16	16	9	11	16	9	96	411	435	Y	Y
HG-U95B	Hs.171922	51595_at	HG-U133B	Hs.306809	228154_at	99	770	808	16	16	11	11	16	11	98	299	311	Y	Y
HG-U95B	Hs.172870	51598_at	HG-U133B	Hs.172870	234994_at	99	962	988	14	16	11	11	16	11	100	428	436	Y	Y
HG-U95Av2		515_s_at	HG-U133A	Hs.3144	208348_s_at	100	3354	3354	16	16	11	11	16	11	100	319	321	Y	Y
HG-U95B	Hs.172924	51601_s_at	HG-U133B	Hs.238928	223819_x_at	100	496	558	16	16	8	11	16	8	100	334	393	Y	Y
HG-U95B	Hs.172932	51603_at	HG-U133B	Hs.172932	231960_at	98	403	481	9	16	5	11	9	5	99	303	367	Y	Y
HG-U95B	Hs.173134	51606_at	HG-U133B	Hs.173134	230816_at	96	480	499	12	16	6	11	12	6	98	380	417	Y	Y
HG-U95B	Hs.173531	51608_at	HG-U133B	Hs.288141	224250_s_at	100	502	681	10	16	7	11	10	7	100	334	436	Y	Y
HG-U95B	Hs.17404	51610_at	HG-U133B	Hs.17404	228698_at	100	556	670	16	16	9	11	16	9	100	470	529	Y	Y
HG-U95B	Hs.177376	51614_at	HG-U133B	Hs.177376	229101_at	100	248	518	16	16	5	11	16	5	100	173	220	Y	Y
HG-U95B	Hs.177700	51616_at	HG-U133A	Hs.169728	219504_s_at	100	480	527	16	16	8	11	16	8	100	340	340	Y	Y
HG-U95B	Hs.178098	51620_at	HG-U133A	Hs.178098	219962_at	100	489	635	14	16	7	11	15	7	100	183	234	Y	Y
